State,School District,District ID,Year,PctBW,AIAN,Asian,API,Asian,HiPIs,Hisp,Black,White,2MoRac,Total,LEP
CA,Pleasanton Unified,600020,2009,4.10%,0.00%,1.40%,1.40%,0.00%,0.00%,4.80%,7.40%,3.30%,0.00%,2.90%,2.50%
CA,Pomona Unified,631320,2009,5.60%,6.70%,2.30%,0.00%,2.70%,1.10%,7.30%,10.90%,5.30%,0.00%,7.20%,7.50%
CA,Pond Union Elementary,631350,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.20%,0.00%,0.00%,0.00%,14.60%,17.60%
CA,Porterville Unified,600064,2009,6.10%,17.60%,4.00%,0.00%,4.70%,0.00%,9.50%,13.80%,7.70%,11.90%,9.20%,9.50%
CA,Portola Valley Elementary,631470,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.70%,0.00%
CA,Poway Unified,631530,2009,5.50%,0.00%,1.30%,1.30%,0.00%,0.00%,5.30%,8.00%,2.50%,0.00%,2.70%,1.70%
CA,Ramona City Unified,631710,2009,-4.80%,0.00%,0.00%,0.00%,0.00%,0.00%,3.20%,0.00%,4.80%,0.00%,4.20%,0.00%
CA,Ravenswood City Elementary,631860,2009,40.00%,0.00%,18.80%,18.80%,0.00%,0.00%,12.20%,40.00%,0.00%,0.00%,15.50%,12.90%
CA,Redding Elementary,632040,2009,17.40%,16.70%,0.00%,0.00%,0.00%,0.00%,7.90%,25.00%,7.60%,0.00%,7.50%,0.00%
CA,Redlands Unified,632070,2009,7.40%,0.00%,2.60%,2.60%,0.00%,0.00%,5.50%,12.10%,4.80%,0.00%,5.40%,1.00%
CA,Redondo Beach Unified,600032,2009,2.10%,0.00%,1.10%,1.10%,0.00%,0.00%,4.50%,5.10%,3.00%,0.00%,3.30%,3.10%
CA,Redwood City Elementary,632130,2009,0.90%,0.00%,3.70%,3.70%,0.00%,0.00%,3.60%,2.90%,2.10%,0.00%,3.30%,3.80%
CA,Reed Union Elementary,632160,2009,-1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.90%,0.00%,1.60%,0.00%
CA,Rescue Union Elementary,632310,2009,-1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.90%,0.00%,1.00%,0.00%,1.10%,0.00%
CA,Rialto Unified,632370,2009,11.10%,33.30%,6.00%,6.00%,0.00%,0.00%,11.70%,24.50%,13.40%,0.00%,13.90%,12.90%
CA,Richland Union Elementary School District,621450,2009,-3.40%,0.00%,0.00%,0.00%,0.00%,0.00%,7.40%,0.00%,3.40%,0.00%,7.20%,8.70%
CA,Rim Of The World Unified,632610,2009,1.50%,40.00%,0.00%,0.00%,0.00%,0.00%,11.60%,10.00%,8.50%,0.00%,9.40%,2.60%
CA,Rincon Valley Union Elementary,632640,2009,1.40%,0.00%,0.00%,0.00%,0.00%,0.00%,2.20%,4.50%,3.10%,0.00%,3.30%,0.00%
CA,Rio Elementary,632760,2009,7.70%,16.70%,1.70%,1.70%,0.00%,0.00%,4.80%,12.50%,4.80%,0.00%,5.00%,3.10%
CA,Ripon Unified,632880,2009,-7.50%,0.00%,3.80%,3.80%,0.00%,0.00%,8.90%,0.00%,7.50%,0.00%,8.10%,6.30%
CA,River Delta Joint Unified,633110,2009,-10.20%,0.00%,0.00%,0.00%,0.00%,0.00%,5.50%,0.00%,10.20%,0.00%,7.70%,4.20%
CA,Riverside Unified,633150,2009,7.70%,6.10%,3.50%,3.50%,0.00%,0.00%,8.30%,14.40%,6.70%,0.00%,8.10%,7.90%
CA,Rocklin Unified,600013,2009,-2.20%,3.70%,0.90%,0.00%,0.70%,1.40%,1.60%,0.00%,2.20%,0.30%,1.90%,0.00%
CA,Rosedale Union Elementary,633480,2009,8.50%,0.00%,1.60%,0.00%,1.70%,0.00%,7.00%,14.30%,5.80%,0.00%,5.90%,0.00%
CA,Rosemead Elementary,633570,2009,-5.00%,0.00%,1.20%,0.00%,1.20%,0.00%,4.90%,0.00%,5.00%,0.00%,3.10%,1.70%
CA,Roseville City Elementary,633600,2009,-3.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.40%,0.00%,2.30%,0.00%
CA,Roseville Joint Union High,633630,2009,2.50%,8.30%,3.10%,0.00%,2.60%,14.30%,8.50%,6.80%,4.30%,4.30%,5.10%,11.60%
CA,Ross Elementary,633660,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CA,Round Valley Unified,633720,2009,-36.40%,26.80%,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,36.40%,0.00%,26.60%,0.00%
CA,Rowland Unified,633750,2009,5.10%,0.00%,1.40%,0.00%,1.40%,0.00%,8.60%,8.60%,3.50%,3.50%,6.20%,7.30%
CA,Sacramento City Unified,633840,2009,15.10%,11.70%,3.70%,0.00%,3.20%,7.60%,9.30%,21.20%,6.10%,10.60%,9.60%,6.60%
CA,Saddleback Valley Unified,633860,2009,5.70%,5.00%,1.80%,0.00%,1.50%,11.80%,5.70%,8.80%,3.20%,1.50%,3.80%,4.60%
CA,Salinas City Elementary,633930,2009,-1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,3.90%,2.60%,4.50%,0.00%,3.80%,3.20%
CA,Salinas Union High,633980,2009,-19.90%,16.70%,3.10%,3.10%,0.00%,0.00%,6.20%,6.20%,26.00%,0.00%,8.20%,10.20%
CA,San Benito High,634140,2009,5.10%,0.00%,5.00%,0.00%,0.00%,33.30%,10.00%,14.30%,9.20%,0.00%,9.90%,12.20%
CA,San Bernardino City Unified,634170,2009,13.70%,18.30%,6.60%,0.00%,5.10%,12.50%,11.40%,26.20%,12.60%,8.80%,13.70%,10.20%
CA,San Diego Unified,634320,2009,9.30%,8.60%,2.40%,0.00%,2.20%,6.60%,6.90%,12.60%,3.40%,0.00%,6.00%,6.20%
CA,San Dieguito Union High,634380,2009,8.40%,0.00%,2.10%,0.00%,2.20%,0.00%,7.50%,11.50%,3.10%,0.00%,3.70%,9.90%
CA,San Francisco Unified School District,634410,2009,12.20%,6.30%,1.50%,1.50%,0.00%,0.00%,5.10%,14.40%,2.20%,0.00%,4.00%,3.40%
CA,San Gabriel Unified,634425,2009,1.50%,0.00%,1.50%,0.00%,1.50%,0.00%,4.70%,2.60%,1.10%,0.00%,3.10%,5.30%
CA,San Jacinto Unified,634440,2009,8.80%,8.60%,3.80%,0.00%,4.30%,3.30%,9.20%,17.10%,8.30%,8.00%,9.60%,8.60%
CA,San Jose Unified,634590,2009,7.20%,2.00%,2.30%,2.30%,0.00%,0.00%,8.20%,10.80%,3.60%,0.00%,6.30%,6.70%
CA,San Juan Unified,634620,2009,13.90%,13.60%,4.20%,4.20%,0.00%,0.00%,10.80%,21.90%,8.00%,0.00%,9.50%,7.20%
CA,San Leandro Unified,634680,2009,11.80%,0.00%,3.90%,0.00%,3.40%,12.50%,10.30%,20.10%,8.30%,10.90%,10.10%,8.30%
CA,San Lorenzo Unified,634710,2009,18.00%,8.30%,3.90%,0.00%,3.30%,10.80%,10.30%,26.80%,8.80%,13.00%,11.30%,8.50%
CA,San Lorenzo Valley Unified,634740,2009,-2.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.80%,7.10%,2.70%,0.00%
CA,San Lucas Union Elementary,634770,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.70%,0.00%,0.00%,0.00%,16.70%,16.70%
CA,San Luis Coastal Unified,634800,2009,10.20%,0.00%,1.10%,0.00%,1.20%,0.00%,7.50%,15.80%,5.60%,6.10%,6.10%,5.20%
CA,San Marcos Unified School District,634880,2009,4.60%,17.40%,1.90%,0.00%,1.70%,3.60%,7.10%,8.10%,3.50%,22.40%,5.50%,7.20%
CA,San Marino Unified,634860,2009,0.00%,0.00%,0.30%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%
CA,San Mateo Union High,634980,2009,6.70%,0.00%,5.10%,0.00%,4.20%,12.30%,13.70%,12.20%,5.50%,0.00%,7.70%,10.50%
CA,San Mateo-Foster City Elementary,634920,2009,7.10%,0.00%,2.60%,2.60%,0.00%,0.00%,5.40%,10.50%,3.50%,0.00%,4.00%,4.10%
CA,San Rafael City Elementary,635090,2009,25.00%,0.00%,3.00%,3.00%,0.00%,0.00%,7.00%,26.70%,1.70%,0.00%,5.60%,6.70%
CA,San Rafael City High,635110,2009,11.50%,0.00%,3.10%,3.10%,0.00%,0.00%,10.70%,18.20%,6.70%,0.00%,8.70%,11.80%
CA,San Ramon Valley Unified,635130,2009,11.20%,0.00%,2.20%,0.00%,1.90%,40.00%,5.40%,13.90%,2.80%,0.40%,3.00%,0.40%
CA,San Ysidro Elementary,635220,2009,-4.00%,0.00%,1.60%,0.00%,1.70%,0.00%,5.00%,3.70%,7.70%,0.00%,4.80%,4.60%
CA,Sanger Unified,635250,2009,4.40%,0.00%,1.70%,0.00%,1.70%,0.00%,9.10%,8.30%,3.90%,0.00%,7.40%,0.00%
CA,Santa Ana Unified,635310,2009,9.30%,0.00%,2.60%,2.60%,0.00%,0.00%,7.30%,12.30%,3.00%,0.00%,7.10%,7.50%
CA,Santa Barbara Elementary,635360,2009,-0.40%,0.00%,0.00%,0.00%,0.00%,0.00%,2.40%,0.00%,0.40%,0.00%,2.10%,2.40%
CA,Santa Barbara High,635370,2009,4.50%,7.10%,2.20%,2.20%,0.00%,0.00%,13.50%,7.90%,3.40%,0.00%,8.90%,18.60%
CA,Santa Clara Unified,635430,2009,9.40%,0.00%,2.60%,0.00%,2.30%,10.00%,9.80%,15.20%,5.80%,4.30%,6.70%,5.70%
CA,Santa Cruz City High,635600,2009,9.30%,0.00%,2.20%,2.20%,0.00%,0.00%,8.90%,16.00%,6.70%,0.00%,7.40%,14.10%
CA,Santa Maria Joint Union High,635670,2009,3.80%,30.00%,4.20%,4.20%,0.00%,0.00%,7.90%,9.50%,5.80%,0.00%,7.60%,12.90%
CA,Santa Maria-Bonita Elementary,605580,2009,9.50%,0.00%,1.40%,0.00%,0.00%,20.00%,5.30%,16.00%,6.50%,0.00%,5.40%,4.50%
CA,Santa Monica-Malibu Unified,635700,2009,9.40%,0.00%,0.70%,0.00%,0.70%,0.00%,3.60%,12.10%,2.70%,0.00%,3.40%,2.80%
CA,Santa Paula Elementary,635730,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.70%,0.00%,0.00%,0.00%,4.70%,4.50%
CA,Santa Rita Union Elementary,635790,2009,-1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.90%,0.00%,1.00%,0.00%,0.80%,0.80%
CA,Santa Rosa Elementary,635810,2009,2.80%,8.30%,0.00%,0.00%,0.00%,0.00%,5.00%,5.90%,3.10%,2.90%,4.30%,5.10%
CA,Santa Rosa High,635830,2009,12.70%,48.50%,7.00%,0.00%,7.10%,6.50%,25.30%,23.60%,10.90%,22.20%,17.70%,30.80%
CA,Santee Elementary,635880,2009,0.90%,0.00%,1.10%,1.10%,0.00%,0.00%,2.70%,6.50%,5.60%,0.00%,4.40%,2.40%
CA,Saugus Union Elementary,635970,2009,0.10%,0.00%,0.30%,0.00%,0.60%,0.00%,1.50%,1.30%,1.30%,0.00%,1.30%,1.20%
CA,Scott Valley Unified School District,699999,2009,-4.30%,6.30%,0.00%,0.00%,0.00%,0.00%,5.90%,0.00%,4.30%,0.00%,5.20%,0.00%
CA,Sebastopol Union Elementary,636180,2009,33.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.60%,40.00%,7.00%,0.00%,6.60%,0.00%
CA,Seeley Union Elementary,636210,2009,-11.10%,0.00%,0.00%,0.00%,0.00%,0.00%,12.20%,0.00%,11.10%,0.00%,11.80%,12.50%
CA,Selma Unified,636270,2009,-12.10%,0.00%,3.00%,3.00%,0.00%,0.00%,7.50%,0.00%,12.10%,0.00%,7.70%,5.50%
CA,Sequoia Union High,636390,2009,22.00%,0.00%,10.90%,10.90%,0.00%,0.00%,15.30%,25.90%,4.00%,0.00%,11.00%,22.20%
CA,Shasta Union High,636600,2009,1.40%,11.80%,5.50%,5.50%,0.00%,0.00%,4.90%,7.10%,5.70%,0.00%,6.00%,0.00%
CA,Sierra Sands Unified,636800,2009,4.60%,5.30%,3.20%,0.00%,2.10%,6.30%,10.30%,12.10%,7.50%,0.00%,8.30%,10.90%
CA,Simi Valley Unified,636840,2009,2.90%,12.50%,3.30%,0.00%,2.80%,4.90%,7.40%,8.50%,5.60%,6.00%,6.00%,5.70%
CA,Siskiyou Union High,636940,2009,32.00%,36.40%,20.00%,20.00%,0.00%,0.00%,13.30%,50.00%,18.00%,0.00%,21.20%,0.00%
CA,Snowline Joint Unified,636970,2009,14.00%,0.00%,3.80%,3.80%,0.00%,0.00%,7.10%,20.80%,6.80%,0.00%,7.70%,7.20%
CA,Soledad Unified,637050,2009,16.60%,0.00%,0.00%,0.00%,0.00%,0.00%,7.30%,20.00%,3.40%,0.00%,7.30%,6.80%
CA,Somis Union Elementary,637140,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.80%,0.00%,0.00%,0.00%,9.20%,12.50%
CA,Sonoma Valley Unified,637200,2009,-7.70%,0.00%,0.00%,0.00%,0.00%,0.00%,7.70%,0.00%,7.70%,0.00%,7.40%,0.90%
CA,Soulsbyville Elementary,637320,2009,-7.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.70%,0.00%,6.50%,0.00%
CA,South Bay Union Elementary,637380,2009,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,1.30%,3.00%,1.30%,0.00%,1.40%,0.70%
CA,South Pasadena Unified,637500,2009,1.60%,0.00%,1.70%,1.70%,0.00%,0.00%,4.80%,3.80%,2.30%,0.00%,2.70%,0.00%
CA,South San Francisco Unified,637530,2009,8.50%,9.10%,3.60%,3.60%,0.00%,0.00%,8.40%,18.40%,9.90%,0.00%,6.80%,5.20%
CA,South Whittier Elementary,637560,2009,-7.10%,0.00%,0.00%,0.00%,0.00%,0.00%,4.50%,0.00%,7.10%,0.00%,4.30%,3.20%
CA,Southern Humboldt Joint Unified,637590,2009,-14.10%,9.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.10%,0.00%,11.40%,0.00%
CA,Southern Kern Unified,637620,2009,13.40%,0.00%,16.70%,16.70%,0.00%,0.00%,10.10%,24.30%,10.90%,0.00%,12.10%,7.70%
CA,Southern Trinity Joint Unified,637630,2009,-4.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.30%,0.00%,4.20%,0.00%
CA,Stanislaus Union Elementary,637950,2009,4.20%,0.00%,2.70%,0.00%,3.10%,0.00%,7.30%,10.50%,6.30%,9.40%,7.50%,6.60%
CA,Stockton City Unified,638010,2009,11.50%,22.50%,8.90%,8.90%,0.00%,0.00%,14.00%,28.40%,17.00%,0.00%,15.50%,11.60%
CA,Sulphur Springs Union Elementary,638220,2009,5.00%,0.00%,0.80%,0.80%,0.00%,0.00%,2.50%,6.30%,1.20%,0.00%,2.40%,1.80%
CA,Summerville Union High,638280,2009,-17.90%,25.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,17.90%,0.00%,17.60%,0.00%
CA,Sunnyside Union Elementary,638430,2009,-18.20%,0.00%,0.00%,0.00%,0.00%,0.00%,6.30%,0.00%,18.20%,0.00%,6.60%,10.50%
CA,Sunnyvale Elementary,638460,2009,3.10%,16.70%,1.20%,1.20%,0.00%,0.00%,5.20%,5.10%,2.00%,0.00%,3.20%,4.20%
CA,Sunol Glen Unified,600021,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CA,Sylvan Union Elementary,638670,2009,17.00%,10.00%,4.10%,0.00%,3.70%,4.80%,5.30%,24.70%,7.70%,6.30%,7.40%,4.80%
CA,Taft City Elementary,638700,2009,17.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.50%,33.30%,16.40%,0.00%,13.50%,8.60%
CA,Tahoe-Truckee Joint Unified,638770,2009,-1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,2.90%,0.00%,1.90%,0.00%,2.40%,3.30%
CA,Tamalpais Union High,638790,2009,17.80%,0.00%,1.80%,1.80%,0.00%,0.00%,6.10%,22.20%,4.50%,0.00%,5.00%,0.00%
CA,Tehachapi Unified,638880,2009,4.70%,0.00%,0.00%,0.00%,0.00%,0.00%,7.60%,9.10%,4.40%,0.00%,5.10%,3.30%
CA,Temecula Valley Unified,600028,2009,4.90%,13.60%,3.10%,0.00%,1.40%,32.40%,4.30%,9.40%,4.50%,1.60%,4.40%,8.20%
CA,Temple City Unified,638980,2009,-4.60%,0.00%,1.80%,0.00%,1.80%,0.00%,4.90%,0.00%,4.60%,0.00%,2.60%,0.00%
CA,Torrance Unified,639420,2009,5.40%,7.40%,2.70%,0.00%,2.60%,6.50%,7.70%,10.80%,5.40%,4.40%,5.20%,4.30%
CA,Tracy Joint Unified,600047,2009,15.80%,21.10%,6.00%,0.00%,5.00%,19.40%,14.00%,26.20%,10.40%,8.90%,12.60%,12.60%
CA,Travis Unified,639630,2009,3.70%,0.00%,4.00%,4.00%,0.00%,0.00%,5.90%,10.50%,6.80%,0.00%,7.00%,10.00%
CA,Tulare City School District,639870,2009,6.20%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,7.40%,1.20%,0.00%,1.60%,1.60%
CA,Tulare Joint Union High,639930,2009,5.20%,0.00%,0.00%,0.00%,0.00%,0.00%,2.30%,6.90%,1.70%,0.00%,2.20%,5.10%
CA,Turlock Unified,600158,2009,22.80%,38.90%,5.90%,5.90%,0.00%,0.00%,14.20%,34.00%,11.10%,0.00%,13.20%,11.70%
CA,Tustin Unified,640150,2009,6.70%,7.70%,1.60%,0.00%,1.50%,4.00%,6.60%,10.00%,3.30%,1.10%,4.70%,6.40%
CA,Twain Harte-Long Barn Union Elementary,640200,2009,-3.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.30%,0.00%,3.00%,0.00%
CA,Twin Rivers Unified,601332,2009,5.40%,3.60%,2.50%,0.00%,2.20%,4.20%,2.30%,8.00%,2.60%,1.20%,3.30%,2.40%
CA,Ukiah Unified,640300,2009,-5.20%,17.10%,4.80%,0.00%,5.30%,0.00%,5.30%,0.00%,5.20%,0.00%,5.90%,4.20%
CA,Union Elementary,640320,2009,6.10%,0.00%,0.70%,0.00%,0.80%,0.00%,4.30%,8.30%,2.20%,0.00%,2.50%,0.00%
CA,Upland Unified,600016,2009,8.60%,0.00%,2.30%,0.00%,1.80%,12.50%,7.70%,14.70%,6.10%,0.00%,7.30%,5.60%
CA,Vacaville Unified,640590,2009,5.20%,6.70%,4.20%,0.00%,3.90%,4.40%,7.90%,10.50%,5.30%,0.00%,6.50%,6.40%
CA,Val Verde Unified,691135,2009,12.30%,22.20%,3.30%,0.00%,2.90%,6.70%,9.20%,24.10%,11.80%,12.70%,11.70%,7.90%
CA,Valle Lindo Elementary,640650,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.80%,0.00%,0.00%,0.00%,3.00%,3.20%
CA,Vallecito Union Elementary,640680,2009,-3.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.80%,0.00%,4.60%,0.00%
CA,Vallejo City Unified,640740,2009,20.30%,30.00%,7.30%,0.00%,6.10%,19.70%,16.10%,36.70%,16.30%,29.70%,21.10%,12.80%
CA,Valley Center-Pauma Unified,600069,2009,14.20%,12.00%,5.90%,5.90%,0.00%,0.00%,5.80%,20.00%,5.80%,0.00%,6.50%,4.80%
CA,Valley Home Joint Elementary,640800,2009,-5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,3.30%,0.00%
CA,Ventura Unified,640980,2009,1.60%,3.00%,0.00%,0.00%,0.00%,0.00%,1.90%,3.20%,1.60%,2.20%,1.80%,1.50%
CA,Victor Elementary,641040,2009,10.20%,25.00%,2.80%,0.00%,1.60%,10.00%,4.90%,16.60%,6.40%,0.00%,7.20%,0.00%
CA,Visalia Unified,641160,2009,26.00%,32.80%,15.70%,15.70%,0.00%,0.00%,25.70%,47.10%,21.00%,0.00%,24.70%,21.00%
CA,Vista Unified,641190,2009,7.50%,4.00%,3.20%,0.00%,1.80%,7.80%,7.40%,12.20%,4.60%,5.20%,6.60%,4.70%
CA,Walnut Creek Elementary,641250,2009,23.60%,0.00%,2.00%,0.00%,2.10%,0.00%,4.50%,28.60%,4.90%,0.00%,5.50%,0.00%
CA,Walnut Valley Unified,641280,2009,5.40%,0.00%,0.90%,0.00%,0.90%,0.00%,4.10%,8.00%,2.60%,0.00%,2.10%,1.20%
CA,Wasco Union Elementary,641400,2009,5.60%,0.00%,0.00%,0.00%,0.00%,0.00%,5.90%,8.30%,2.80%,0.00%,5.90%,6.00%
CA,Washington Colony Elementary,641460,2009,-6.70%,0.00%,0.00%,0.00%,0.00%,0.00%,3.80%,0.00%,6.70%,0.00%,4.00%,2.80%
CA,Washington Unified School District,641580,2009,6.40%,20.80%,8.90%,0.00%,6.90%,33.30%,12.40%,17.50%,11.10%,37.50%,12.20%,8.30%
CA,Waterford Unified,600063,2009,-8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,17.70%,4.80%,13.50%,0.00%,13.80%,12.50%
CA,Weed Union Elementary,641980,2009,-5.30%,0.00%,0.00%,0.00%,0.00%,0.00%,7.10%,0.00%,5.30%,0.00%,6.30%,0.00%
CA,West Contra Costa Unified,632550,2009,16.20%,16.70%,5.60%,5.60%,0.00%,0.00%,12.30%,26.30%,10.10%,0.00%,13.90%,11.10%
CA,West Covina Unified,642000,2009,6.90%,0.00%,2.00%,0.00%,2.10%,0.00%,6.60%,11.60%,4.70%,0.00%,6.00%,5.60%
CA,Westminster Elementary,642150,2009,11.00%,0.00%,2.90%,0.00%,3.00%,0.00%,8.10%,16.70%,5.70%,1.60%,5.70%,5.90%
CA,Westside Union Elementary,642120,2009,10.30%,0.00%,1.80%,1.80%,0.00%,0.00%,6.50%,16.90%,6.60%,0.00%,7.90%,3.60%
CA,Whittier City Elementary,642450,2009,3.90%,0.00%,0.00%,0.00%,0.00%,0.00%,4.40%,8.30%,4.40%,0.00%,4.40%,3.10%
CA,Whittier Union High,642480,2009,6.40%,9.10%,0.00%,0.00%,0.00%,0.00%,6.40%,8.30%,2.00%,0.00%,5.80%,10.20%
CA,William S. Hart Union High,642510,2009,9.40%,11.10%,7.10%,7.10%,0.00%,0.00%,19.70%,21.90%,12.50%,0.00%,14.50%,22.20%
CA,Williams Unified,642540,2009,-4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.80%,0.00%,4.00%,0.00%,6.20%,5.60%
CA,Windsor Unified,600034,2009,11.60%,10.70%,3.20%,3.20%,0.00%,0.00%,7.40%,15.40%,3.80%,0.00%,5.60%,8.10%
CA,Wiseburn Elementary,642990,2009,2.80%,0.00%,2.90%,2.90%,0.00%,0.00%,1.20%,4.00%,1.30%,0.00%,2.80%,0.00%
CA,Woodland Joint Unified,643080,2009,15.00%,14.30%,5.90%,0.00%,6.40%,0.00%,14.00%,26.30%,11.40%,13.20%,13.50%,13.60%
CA,Wright Elementary,643200,2009,-4.10%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,4.10%,0.00%,2.40%,1.60%
CA,Yosemite Unified,600160,2009,-5.00%,18.80%,0.00%,0.00%,0.00%,0.00%,5.90%,0.00%,5.00%,0.00%,6.00%,0.00%
CA,Yuba City Unified,643470,2009,8.60%,12.10%,3.90%,3.90%,0.00%,0.00%,6.30%,16.00%,7.40%,0.00%,6.70%,4.00%
CA,Yucaipa-Calimesa Joint Unified,643560,2009,-1.00%,6.30%,3.70%,0.00%,4.30%,0.00%,6.40%,6.30%,7.20%,3.70%,6.80%,7.00%
CA,Glenn Co. Office Of Education,691008,2009,-4.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.30%,0.00%,8.30%,0.00%
CA,Humboldt Co. Office Of Education,691009,2009,-19.40%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,19.40%,0.00%,13.90%,33.30%
CA,Marin Co. Office Of Education,691018,2009,20.50%,0.00%,0.00%,0.00%,0.00%,0.00%,11.10%,26.30%,5.80%,0.00%,10.10%,9.10%
CA,Orange County Department Of Education,691024,2009,7.80%,0.00%,4.30%,0.00%,3.50%,11.10%,9.00%,11.80%,4.00%,1.40%,7.10%,11.30%
CA,Riverside Co. Office Of Education,691026,2009,27.50%,50.00%,0.00%,0.00%,0.00%,0.00%,20.70%,40.60%,13.10%,0.00%,21.90%,19.70%
CA,San Bernardino Co. Supt. Of Schools Office,691029,2009,19.40%,0.00%,4.00%,4.00%,0.00%,0.00%,13.90%,25.10%,5.80%,0.00%,12.20%,21.00%
CA,San Diego County Office Of Education,691030,2009,6.40%,33.30%,20.80%,20.80%,0.00%,0.00%,24.00%,29.40%,23.00%,0.00%,24.80%,24.90%
CA,Santa Clara County Office Of Education,691035,2009,25.30%,0.00%,1.70%,0.00%,1.00%,4.80%,22.20%,32.00%,6.70%,0.00%,14.60%,7.30%
CA,Siskiyou Co. Office Of Education,691038,2009,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CA,Stanislaus Co. Office Of Education,691041,2009,7.60%,22.20%,18.80%,18.80%,0.00%,0.00%,16.70%,16.10%,8.50%,0.00%,13.70%,11.70%
CA,Ventura Co. Office Of Education,691047,2009,4.20%,0.00%,0.00%,0.00%,0.00%,0.00%,12.30%,9.10%,4.90%,0.00%,9.00%,1.80%
CA,Los Angeles County Office Of Education,691078,2009,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,7.80%,14.40%,1.90%,0.00%,7.90%,6.00%
